time,T2939,T5197,T6358,T7847,T8895,T9681,T10390,T11229,T11707,T12049,T12242
249831001.0000,11.00071537,11.50709316,15.51998610,19.63785908,15.47244936,17.23414572,16.84555319,16.92286747,16.00203503,15.99996758,15.99999401
251145901.0000,11.00014719,11.25179140,14.34789923,19.58540433,15.65558859,17.23335233,16.84583897,16.92033796,16.00238127,15.99996731,15.99999397
252460801.0000,11.00000174,11.12189192,13.37705331,19.42487915,15.96016707,17.22438741,16.84541586,16.91772073,16.00277718,15.99996703,15.99999393
253775701.0000,15.12097572,11.40878017,12.64020411,19.04913031,16.34831829,17.20199887,16.84456471,16.91500689,16.00322864,15.99996675,15.99999389
255090601.0000,18.63258967,12.48654031,12.18476891,18.46575200,16.77604246,17.16071287,16.84303421,16.91215908,16.00374201,15.99996646,15.99999385
256405501.0000,20.24933254,14.24479384,12.08423020,17.73598203,17.20287546,17.09610928,16.84071437,16.90919965,16.00432413,15.99996617,15.99999381
257720401.0000,20.79417273,16.21354553,12.29985106,16.92285717,17.59319299,16.99922780,16.83768427,16.90615129,16.00498237,15.99996588,15.99999377
259035301.0000,20.94774480,17.93799637,12.97393805,16.09015626,17.91917420,16.88005834,16.83380964,16.90303674,16.00572460,15.99996558,15.99999372
260350201.0000,20.98692823,19.20409050,14.01526656,15.30479216,18.15421400,16.75367584,16.82914226,16.89987815,16.00655920,15.99996527,15.99999368
261665101.0000,20.99647573,20.01853071,15.25733870,14.63887956,18.29370303,16.63325153,16.82440496,16.89669674,16.00749501,15.99996496,15.99999364
262980001.0000,20.99878424,20.49224064,16.52579358,14.15633017,18.33171268,16.53473189,16.82050986,16.89351279,16.00854137,15.99996464,15.99999360
264294901.0000,20.99935257,20.74743625,17.68074717,13.89655118,18.29831549,16.46692799,16.81767896,16.89034524,16.00970807,15.99996432,15.99999355
265609801.0000,20.99949631,20.87726842,18.64125141,13.87961649,18.21179458,16.43080149,16.81610241,16.88721128,16.01100528,15.99996400,15.99999351
266924701.0000,20.99953362,20.94069148,19.38364821,13.98622364,18.03882037,16.43115497,16.81585606,16.88412650,16.01244360,15.99996366,15.99999346
268239601.0000,20.99954356,20.97089030,19.92439251,14.25594665,17.73389467,16.43990691,16.81622792,16.88110492,16.01403393,15.99996333,15.99999341
269554501.0000,20.99954669,20.98510375,20.29961694,14.76379055,17.33507589,16.46190708,16.81703859,16.87815928,16.01578745,15.99996299,15.99999337
270869401.0000,20.99954801,20.99181903,20.55040105,15.43217820,16.89061375,16.50270441,16.81854014,16.87530073,16.01771557,15.99996264,15.99999332
272184301.0000,16.87853271,20.63621554,20.69887526,16.17656758,16.44748599,16.56685581,16.82084169,16.87253861,16.01982984,15.99996228,15.99999327
273499201.0000,13.36690889,19.53298432,20.70746739,16.93224254,16.04617452,16.66346794,16.82386081,16.86988043,16.02214192,15.99996192,15.99999322
274814101.0000,11.75016394,17.76327263,20.55913819,17.65207391,15.71892224,16.78278625,16.82776874,16.86733187,16.02466345,15.99996156,15.99999317
276129001.0000,11.20532502,15.78949041,20.07550665,18.30156625,15.49034703,16.90966801,16.83245351,16.86489695,16.02740599,15.99996118,15.99999312
277443901.0000,11.05175594,14.06288547,19.24043247,18.85315702,15.36278080,17.03079914,16.83723038,16.86257861,16.03038099,15.99996079,15.99999307
278758801.0000,11.01257583,12.79587135,18.11036596,19.27863766,15.34051798,17.12995675,16.84117752,16.86037822,16.03359960,15.99996040,15.99999301
280073701.0000,11.00303160,11.98102418,16.81768430,19.54630206,15.37869527,17.19810903,16.84404664,16.85829584,16.03707268,15.99996001,15.99999296
281388601.0000,11.00072528,11.50711788,15.52004504,19.63791829,15.47251387,17.23421854,16.84565286,16.85633041,16.04081065,15.99995962,15.99999291
282703501.0000,11.00015705,11.25181416,14.34795366,19.58546753,15.65564027,17.23343013,16.84593867,16.85447978,16.04482342,15.99995922,15.99999285
284018401.0000,11.00001152,11.12191349,13.37710251,19.42494732,15.96020911,17.22446623,16.84551464,16.85274086,16.04912032,15.99995884,15.99999280
285333301.0000,15.12098654,11.40879942,12.64024803,19.04920587,16.34835449,17.20207974,16.84466271,16.85110980,16.05370999,15.99995845,15.99999274
286648201.0000,18.63260381,12.48655773,12.18480747,18.46583312,16.77607649,17.16079638,16.84313167,16.84958208,16.05860029,15.99995806,15.99999268
287963101.0000,20.24934935,14.24481079,12.08426326,17.73606633,17.20291027,17.09619598,16.84081149,16.84815276,16.06379825,15.99995767,15.99999263
289278001.0000,20.79419076,16.21356456,12.29988058,16.92294232,17.59323093,16.99931902,16.83778198,16.84681653,16.06930995,15.99995729,15.99999257
290592901.0000,20.94776319,17.93801941,12.97396226,16.09023988,17.91921756,16.88015241,16.83391279,16.84556793,16.07514051,15.99995690,15.99999251
291907801.0000,20.98694665,19.20411802,14.01528802,15.30487214,18.15426413,16.75377104,16.82924868,16.84440137,16.08129400,15.99995652,15.99999245
293222701.0000,20.99649407,20.01856206,15.25736000,14.63895376,18.29376014,16.63334630,16.82451253,16.84331199,16.08777336,15.99995613,15.99999238
294537601.0000,20.99880252,20.49227468,16.52581717,14.15639649,18.33177726,16.53482350,16.82061684,16.84229515,16.09458049,15.99995575,15.99999232
295852501.0000,20.99937091,20.74747194,17.68077478,13.89660893,18.29838291,16.46701612,16.81778448,16.84134626,16.10171609,15.99995537,15.99999226
297167401.0000,20.99951472,20.87730501,18.64128381,13.87966535,18.21186724,16.43088555,16.81620586,16.84046092,16.10917956,15.99995499,15.99999219
298482301.0000,20.99955206,20.94072846,19.38368529,13.98626923,18.03890442,16.43123372,16.81595724,16.83963488,16.11696898,15.99995461,15.99999213
299797201.0000,20.99956199,20.97092740,19.92443362,14.25598489,17.73398736,16.43998479,16.81632825,16.83886425,16.12508116,15.99995423,15.99999206
301112101.0000,20.99956508,20.98514083,20.29966128,14.76382026,17.33517377,16.46198285,16.81713778,16.83814549,16.13351158,15.99995384,15.99999200
302427001.0000,20.99956635,20.99185603,20.55044767,15.43220370,16.89071324,16.50277718,16.81863800,16.83747524,16.14225444,15.99995346,15.99999193
303741901.0000,16.87855003,20.63625328,20.69892327,16.17659220,16.44758396,16.56692384,16.82093815,16.83685059,16.15130271,15.99995310,15.99999186
305056801.0000,13.36692297,19.53302361,20.70751739,16.93226862,16.04626853,16.66353034,16.82395606,16.83626879,16.16064814,15.99995274,15.99999179
306371701.0000,11.75017538,17.76331232,20.55919046,17.65210291,15.71901027,16.78284481,16.82786453,16.83572723,16.17028133,15.99995240,15.99999172
307686601.0000,11.20533512,15.78952812,20.07556119,18.30159927,15.49042893,16.90972466,16.83254904,16.83522370,16.18019174,15.99995207,15.99999165
309001501.0000,11.05176550,14.06291934,19.24048936,18.85319483,15.36285573,17.03085569,16.83732516,16.83475607,16.19036782,15.99995175,15.99999158
310316401.0000,11.01258518,12.79590087,18.11042408,19.27868079,15.34058476,17.13001593,16.84127134,16.83432236,16.20079701,15.99995144,15.99999151
311631301.0000,11.00304083,11.98104991,16.81774174,19.54635109,15.37875976,17.19817132,16.84413938,16.83392061,16.21146583,15.99995115,15.99999143
312946201.0000,11.00073446,11.50714085,15.52009979,19.63797328,15.47257319,17.23428458,16.84574452,16.83354889,16.22236002,15.99995087,15.99999136
314261101.0000,11.00016619,11.25183532,14.34800423,19.58552626,15.65568769,17.23350093,16.84602948,16.83320527,16.23346463,15.99995062,15.99999128
315576001.0000,11.00002063,11.12193354,13.37714822,19.42501070,15.96024762,17.22453799,16.84560530,16.83288777,16.24476406,15.99995038,15.99999121
316890901.0000,15.12099658,11.40881733,12.64028884,19.04927621,16.34838759,17.20215346,16.84475309,16.83259444,16.25624208,15.99995016,15.99999113
318205801.0000,18.63261695,12.48657396,12.18484330,18.46590867,16.77610760,17.16087264,16.84322164,16.83232340,16.26788196,15.99994997,15.99999105
319520701.0000,20.24936496,14.24482659,12.08429401,17.73614487,17.20294216,17.09627530,16.84090097,16.83207293,16.27966659,15.99994981,15.99999097
320835601.0000,20.79420751,16.21358231,12.29990803,16.92302167,17.59326578,16.99940270,16.83787080,16.83184123,16.29157848,15.99994966,15.99999089
322150501.0000,20.94778029,17.93804090,12.97398480,16.09031781,17.91925751,16.88023887,16.83400114,16.83162676,16.30359989,15.99994952,15.99999081
323465401.0000,20.98696378,19.20414371,14.01530802,15.30494668,18.15431043,16.75385866,16.82933651,16.83142805,16.31571291,15.99994938,15.99999073
324780301.0000,20.99651114,20.01859131,15.25737987,14.63902291,18.29381302,16.63343359,16.82459971,16.83124367,16.32789960,15.99994925,15.99999065
326095201.0000,20.99881954,20.49230645,16.52583919,14.15645830,18.33183716,16.53490791,16.82070321,16.83107254,16.34014202,15.99994912,15.99999056
327410101.0000,20.99938798,20.74750526,17.68080057,13.89666273,18.29844548,16.46709733,16.81787005,16.83091365,16.35242241,15.99994900,15.99999048
328725001.0000,20.99953186,20.87733916,18.64131408,13.87971086,18.21193473,16.43096299,16.81629063,16.83076594,16.36472319,15.99994888,15.99999040
330039901.0000,20.99956924,20.94076299,19.38371995,13.98631170,18.03898264,16.43130625,16.81604140,16.83062847,16.37702710,15.99994877,15.99999031
331354801.0000,20.99957918,20.97096205,19.92447206,14.25602051,17.73407374,16.44005652,16.81641238,16.83050035,16.38931723,15.99994867,15.99999022
332669701.0000,20.99958222,20.98517548,20.29970273,14.76384794,17.33526505,16.46205263,16.81722169,16.83038083,16.40157715,15.99994857,15.99999013
333984601.0000,20.99958346,20.99189061,20.55049127,15.43222745,16.89080606,16.50284416,16.81872150,16.83026927,16.41379091,15.99994849,15.99999005
335299501.0000,16.87856619,20.63628856,20.69896818,16.17661515,16.44767538,16.56698644,16.82102108,16.83016506,16.42594311,15.99994841,15.99998996
336614401.0000,13.36693614,19.53306036,20.70756418,16.93229296,16.04635627,16.66358773,16.82403818,16.83006766,16.43801894,15.99994833,15.99998987
337929301.0000,11.75018607,17.76334944,20.55923939,17.65213000,15.71909242,16.78289867,16.82794544,16.82997686,16.45000420,15.99994827,15.99998978
339244201.0000,11.20534457,15.78956340,20.07561226,18.30163014,15.49050534,16.90977680,16.83262888,16.82989279,16.46188495,15.99994822,15.99998968
340559101.0000,11.05177444,14.06295103,19.24054263,18.85323018,15.36292564,17.03090778,16.83740425,16.82981512,16.47364683,15.99994818,15.99998959
341874001.0000,11.01259390,12.79592849,18.11047851,19.27872115,15.34064703,17.13007056,16.84135005,16.82974355,16.48527638,15.99994815,15.99998950
343188901.0000,11.00304947,11.98107400,16.81779553,19.54639698,15.37881989,17.19822891,16.84421788,16.82967782,16.49676113,15.99994814,15.99998940
344503801.0000,11.00074306,11.50716235,15.52015105,19.63802477,15.47262848,17.23434572,16.84582294,16.82961790,16.50808951,15.99994815,15.99998931
345818701.0000,11.00017474,11.25185512,14.34805158,19.58558126,15.65573184,17.23356660,16.84610801,16.82956387,16.51925093,15.99994817,15.99998921
347133601.0000,11.00002921,11.12195233,13.37719103,19.42507010,15.96028340,17.22460457,16.84568398,16.82951518,16.53023570,15.99994821,15.99998911
348448501.0000,15.12100600,11.40883412,12.64032706,19.04934216,16.34841832,17.20222190,16.84483188,16.82947132,16.54103505,15.99994827,15.99998901
349763401.0000,18.63262925,12.48658916,12.18487686,18.46597954,16.77613649,17.16094349,16.84330049,16.82943183,16.55164108,15.99994834,15.99998891
351078301.0000,20.24937957,14.24484139,12.08432280,17.73621855,17.20297179,17.09634907,16.84097980,16.82939623,16.56204677,15.99994844,15.99998881
352393201.0000,20.79422321,16.21359894,12.29993374,16.92309612,17.59329821,16.99948063,16.83794944,16.82936410,16.57224585,15.99994856,15.99998871
353708101.0000,20.94779631,17.93806107,12.97400592,16.09039093,17.91929475,16.88031946,16.83407931,16.82933493,16.58223284,15.99994871,15.99998861
355023001.0000,20.98697983,19.20416781,14.01532676,15.30501662,18.15435368,16.75394039,16.82941435,16.82930810,16.59200303,15.99994890,15.99998851
356337901.0000,20.99652712,20.01861876,15.25739849,14.63908779,18.29386245,16.63351505,16.82467722,16.82928277,16.60155248,15.99994912,15.99998840
357652801.0000,20.99883549,20.49233627,16.52585986,14.15651628,18.33189321,16.53498668,16.82078032,16.82925750,16.61087798,15.99994938,15.99998830
358967701.0000,20.99940399,20.74753654,17.68082479,13.89671319,18.29850405,16.46717312,16.81794679,16.82923236,16.61997705,15.99994969,15.99998819
360282601.0000,20.99954794,20.87737122,18.64134252,13.87975353,18.21199795,16.43103525,16.81636699,16.82920740,16.62884782,15.99995006,15.99998808
361597501.0000,20.99958536,20.94079542,19.38375251,13.98635152,18.03905599,16.43137392,16.81611746,16.82918266,16.63748907,15.99995049,15.99998797
362912401.0000,20.99959530,20.97099459,19.92450817,14.25605391,17.73415479,16.44012343,16.81648844,16.82915816,16.64590015,15.99995098,15.99998786
364227301.0000,20.99959832,20.98520802,20.29974169,14.76387387,17.33535074,16.46211772,16.81729761,16.82913393,16.65408016,15.99995156,15.99998775
365542201.0000,20.99959952,20.99192309,20.55053225,15.43224971,16.89089321,16.50290663,16.81879714,16.82911001,16.66202885,15.99995223,15.99998764
366857101.0000,16.87858137,20.63632171,20.69901039,16.17663666,16.44776123,16.56704481,16.82109635,16.82908646,16.66974656,15.99995302,15.99998752
368172001.0000,13.36694850,19.53309489,20.70760816,16.93231579,16.04643866,16.66364122,16.82411292,16.82906335,16.67723394,15.99995395,15.99998741
369486901.0000,11.75019611,17.76338434,20.55928539,17.65215542,15.71916956,16.78294887,16.82801942,16.82904077,16.68449177,15.99995502,15.99998729
370801801.0000,11.20535344,15.78959657,20.07566027,18.30165912,15.49057709,16.90982539,16.83270218,16.82901858,16.69152137,15.99995626,15.99998717
372116701.0000,11.05178283,14.06298082,19.24059272,18.85326339,15.36299126,17.03095636,16.83747708,16.82899692,16.69832453,15.99995769,15.99998705
373431601.0000,11.01260210,12.79595445,18.11052970,19.27875907,15.34070546,17.13012155,16.84142268,16.82897599,16.70490350,15.99995934,15.99998693
374746501.0000,11.00305758,11.98109665,16.81784612,19.54644013,15.37887630,17.19828272,16.84429042,16.82895601,16.71126088,15.99996123,15.99998681
376061401.0000,11.00075108,11.50718256,15.52019927,19.63807320,15.47268034,17.23440291,16.84589546,16.82893721,16.71739964,15.99996340,15.99998669
377376301.0000,11.00018276,11.25187374,14.34809611,19.58563300,15.65577321,17.23362807,16.84618063,16.82892010,16.72332302,15.99996587,15.99998656
378691201.0000,11.00003723,11.12196999,13.37723128,19.42512599,15.96031690,17.22466691,16.84575669,16.82890479,16.72903456,15.99996869,15.99998643
380006101.0000,15.12101482,11.40884989,12.64036300,19.04940424,16.34844707,17.20228600,16.84490466,16.82889135,16.73453803,15.99997190,15.99998630
381321001.0000,18.63264079,12.48660344,12.18490841,18.46604626,16.77616350,17.16100987,16.84337332,16.82887978,16.73983737,15.99997554,15.99998617
382635901.0000,20.24939331,14.24485531,12.08434986,17.73628793,17.20299951,17.09641822,16.84105263,16.82887009,16.74493674,15.99997968,15.99998604
383950801.0000,20.79423796,16.21361459,12.29995791,16.92316623,17.59332858,16.99955374,16.83802218,16.82886217,16.74984049,15.99998436,15.99998590
385265701.0000,20.94781137,17.93808004,12.97402576,16.09045978,17.91932968,16.88039511,16.83415196,16.82885591,16.75455308,15.99998965,15.99998577
386580601.0000,20.98699493,19.20419050,14.01534438,15.30508247,18.15439426,16.75401713,16.82948691,16.82885096,16.75907900,15.99999564,15.99998563
387895501.0000,20.99654216,20.01864460,15.25741601,14.63914888,18.29390889,16.63359155,16.82474961,16.82884700,16.76342281,16.00000239,15.99998549
389210401.0000,20.99885048,20.49236435,16.52587930,14.15657087,18.33194591,16.53506066,16.82085239,16.82884394,16.76758910,16.00000999,15.99998534
390525301.0000,20.99941905,20.74756599,17.68084759,13.89676068,18.29855913,16.46724429,16.81801852,16.82884154,16.77158246,16.00001855,15.99998520
391840201.0000,20.99956307,20.87740142,18.64136930,13.87979368,18.21205742,16.43110311,16.81643833,16.82883958,16.77540750,16.00002816,15.99998505
393155101.0000,20.99960053,20.94082595,19.38378318,13.98638899,18.03912504,16.43143745,16.81618847,16.82883783,16.77906872,16.00003896,15.99998490
394470001.0000,20.99961047,20.97102524,19.92454219,14.25608532,17.73423112,16.44018624,16.81655942,16.82883601,16.78256956,16.00005107,15.99998475
395784901.0000,20.99961346,20.98523867,20.29977840,14.76389826,17.33543145,16.46217881,16.81736843,16.82883394,16.78590578,16.00006464,15.99998459
397099801.0000,20.99961463,20.99195369,20.55057085,15.43227063,16.89097532,16.50296526,16.81886768,16.82883154,16.78908403,16.00007982,15.99998443
398414701.0000,16.87859568,20.63635295,20.69905015,16.17665688,16.44784212,16.56709957,16.82116651,16.82882893,16.79211070,16.00009679,15.99998427
399729601.0000,13.36696014,19.53312744,20.70764961,16.93233725,16.04651629,16.66369140,16.82418261,16.82882621,16.79499195,16.00011573,15.99998411
401044501.0000,11.75020557,17.76341724,20.55932875,17.65217933,15.71924223,16.78299594,16.82808854,16.82882386,16.79773370,16.00013687,15.99998394
402359401.0000,11.20536179,15.78962784,20.07570553,18.30168640,15.49064468,16.90987097,16.83277075,16.82882232,16.80034157,16.00016042,15.99998377
403674301.0000,11.05179074,14.06300890,19.24063995,18.85329466,15.36305307,17.03100193,16.83754525,16.82882180,16.80282098,16.00018664,15.99998360
404989201.0000,11.01260982,12.79597893,18.11057795,19.27879479,15.34076048,17.13016940,16.84149069,16.82882250,16.80517714,16.00021579,15.99998343
406304101.0000,11.00306518,11.98111799,16.81789382,19.54648078,15.37892942,17.19833325,16.84435834,16.82882463,16.80741502,16.00024818,15.99998325
407619001.0000,11.00075862,11.50720161,15.52024473,19.63811884,15.47272916,17.23445664,16.84596336,16.82882844,16.80953942,16.00028411,15.99998307
408933901.0000,11.00019030,11.25189129,14.34813809,19.58568179,15.65581212,17.23368586,16.84624861,16.82883405,16.81155494,16.00032394,15.99998289
410248801.0000,11.00004478,11.12198663,13.37726923,19.42517870,15.96034838,17.22472552,16.84582475,16.82884139,16.81346609,16.00036806,15.99998271
411563701.0000,15.12102313,11.40886476,12.64039688,19.04946280,16.34847406,17.20234629,16.84497279,16.82885043,16.81527724,16.00041685,15.99998252
412878601.0000,18.63265167,12.48661691,12.18493816,18.46610921,16.77618886,17.16107232,16.84344148,16.82886102,16.81699256,16.00047077,15.99998233
414193501.0000,20.24940626,14.24486841,12.08437537,17.73635339,17.20302554,17.09648330,16.84112079,16.82887303,16.81861610,16.00053029,15.99998214
415508401.0000,20.79425187,16.21362933,12.29998068,16.92323237,17.59335712,16.99962258,16.83809026,16.82888621,16.82015181,16.00059592,15.99998194
416823301.0000,20.94782557,17.93809792,12.97404446,16.09052474,17.91936252,16.88046636,16.83422000,16.82890027,16.82160344,16.00066822,15.99998174
418138201.0000,20.98700916,19.20421189,14.01536097,15.30514460,18.15443247,16.75408942,16.82955490,16.82891465,16.82297462,16.00074777,15.99998154
419453101.0000,20.99655635,20.01866898,15.25743252,14.63920652,18.29395263,16.63366362,16.82481745,16.82892889,16.82426880,16.00083520,15.99998133
420768001.0000,20.99886462,20.49239084,16.52589763,14.15662236,18.33199557,16.53513036,16.82091995,16.82894263,16.82548931,16.00093121,15.99998112
422082901.0000,20.99943325,20.74759377,17.68086910,13.89680548,18.29861104,16.46731134,16.81808577,16.82895557,16.82663931,16.00103650,15.99998091
423397801.0000,20.99957733,20.87742990,18.64139456,13.87983155,18.21211350,16.43116703,16.81650522,16.82896751,16.82772188,16.00115187,15.99998070
424712701.0000,20.99961484,20.94085476,19.38381212,13.98642432,18.03919018,16.43149728,16.81625505,16.82897826,16.82873996,16.00127812,15.99998048
426027601.0000,20.99962478,20.97105415,19.92457430,14.25611493,17.73430315,16.44024539,16.81662598,16.82898770,16.82969624,16.00141614,15.99998025
427342501.0000,20.99962775,20.98526759,20.29981304,14.76392123,17.33550764,16.46223635,16.81743485,16.82899580,16.83058964,16.00156686,15.99998003
428657401.0000,20.99962889,20.99198256,20.55060729,15.43229033,16.89105283,16.50302047,16.81893383,16.82900258,16.83142286,16.00173127,15.99997980
429972301.0000,16.87860918,20.63638242,20.69908769,16.17667592,16.44791848,16.56715112,16.82123232,16.82900828,16.83219617,16.00191041,15.99997956
431287201.0000,13.36697114,19.53315815,20.70768873,16.93235747,16.04658957,16.66373862,16.82424797,16.82901302,16.83291275,16.00210538,15.99997933
432602101.0000,11.75021450,17.76344829,20.55936968,17.65220187,15.71931084,16.78304024,16.82815339,16.82901705,16.83357558,16.00231736,15.99997909
433917001.0000,11.20536968,15.78965736,20.07574827,18.30171211,15.49070848,16.90991385,16.83283508,16.82902064,16.83418748,16.00254756,15.99997884
435231901.0000,11.05179820,14.06303542,19.24068454,18.85332416,15.36311139,17.03104481,16.83760922,16.82902409,16.83475110,16.00279729,15.99997860
436546801.0000,11.01261711,12.79600204,18.11062353,19.27882850,15.34081239,17.13021446,16.84155452,16.82902772,16.83526893,16.00306788,15.99997835
437861701.0000,11.00307236,11.98113814,16.81793886,19.54651915,15.37897953,17.19838084,16.84442210,16.82903180,16.83574332,16.00336076,15.99997810
439176601.0000,11.00076575,11.50721959,15.52028767,19.63816193,15.47277520,17.23450726,16.84602712,16.82903662,16.83617647,16.00367742,15.99997784
440491501.0000,11.00019743,11.25190786,14.34817774,19.58572784,15.65584879,17.23374033,16.84631245,16.82904234,16.83657049,16.00401940,15.99997758
441806401.0000,11.00005190,11.12200234,13.37730507,19.42522847,15.96037803,17.22478077,16.84588868,16.82904894,16.83692735,16.00438833,15.99997732
443121301.0000,15.12103096,11.40887880,12.64042886,19.04951812,16.34849947,17.20240312,16.84503678,16.82905639,16.83724892,16.00478587,15.99997706
444436201.0000,18.63266194,12.48662961,12.18496624,18.46616868,16.77621272,17.16113121,16.84350552,16.82906463,16.83753699,16.00521377,15.99997679
445751101.0000,20.24941848,14.24488078,12.08439945,17.73641523,17.20305004,17.09654468,16.84118484,16.82907355,16.83779322,16.00567385,15.99997652
447066001.0000,20.79426501,16.21364324,12.30000217,16.92329488,17.59338400,16.99968753,16.83815425,16.82908300,16.83801913,16.00616798,15.99997624
448380901.0000,20.94783898,17.93811480,12.97406210,16.09058613,17.91939347,16.88053360,16.83428396,16.82909275,16.83821618,16.00669808,15.99997596
449695801.0000,20.98702261,19.20423209,14.01537663,15.30520331,18.15446850,16.75415766,16.82961881,16.82910235,16.83838572,16.00726616,15.99997568
451010701.0000,20.99656974,20.01869199,15.25744809,14.63926098,18.29399390,16.63373166,16.82488124,16.82911141,16.83852901,16.00787427,15.99997540
452325601.0000,20.99887798,20.49241585,16.52591493,14.15667101,18.33204245,16.53519615,16.82098347,16.82911969,16.83864728,16.00852451,15.99997512
453640501.0000,20.99944666,20.74762001,17.68088940,13.89684780,18.29866005,16.46737463,16.81814901,16.82912700,16.83874171,16.00921904,15.99997484
454955401.0000,20.99959080,20.87745681,18.64141842,13.87986730,18.21216644,16.43122735,16.81656814,16.82913321,16.83881342,16.00996007,15.99997457
456270301.0000,20.99962835,20.94088197,19.38383946,13.98645768,18.03925171,16.43155374,16.81631769,16.82913822,16.83886348,16.01074987,15.99997429
457585201.0000,20.99963830,20.97108147,19.92460463,14.25614289,17.73437121,16.44030122,16.81668860,16.82914198,16.83889295,16.01159072,15.99997402
458900101.0000,20.99964125,20.98529492,20.29984576,14.76394290,17.33557965,16.46229063,16.81749733,16.82914452,16.83890278,16.01248498,15.99997374
460215001.0000,20.99964236,20.99200984,20.55064172,15.43230891,16.89112609,16.50307256,16.81899607,16.82914591,16.83889394,16.01343500,15.99997347
461529901.0000,16.87862193,20.63641027,20.69912315,16.17669388,16.44799065,16.56719975,16.82129425,16.82914639,16.83886730,16.01444319,15.99997320
462844801.0000,13.36698153,19.53318718,20.70772570,16.93237655,16.04665883,16.66378315,16.82430950,16.82914617,16.83882644,16.01551199,15.99997293
464159701.0000,11.75022293,17.76347764,20.55940836,17.65222313,15.71937567,16.78308200,16.82821443,16.82914549,16.83878541,16.01664382,15.99997267
465474601.0000,11.20537713,15.78968526,20.07578866,18.30173639,15.49076876,16.90995428,16.83289563,16.82914460,16.83874362,16.01784117,15.99997240
466789501.0000,11.05180526,14.06306048,19.24072669,18.85335201,15.36316651,17.03108524,16.83766945,16.82914378,16.83870054,16.01910649,15.99997214
468104401.0000,11.01262399,12.79602389,18.11066661,19.27886033,15.34086144,17.13025696,16.84161463,16.82914331,16.83865564,16.02044226,15.99997187
469419301.0000,11.00307916,11.98115719,16.81798145,19.54655540,15.37902686,17.19842574,16.84448215,16.82914343,16.83860845,16.02185094,15.99997161
470734201.0000,11.00077250,11.50723660,15.52032825,19.63820265,15.47281869,17.23455504,16.84608717,16.82914443,16.83855851,16.02333499,15.99997135
472049101.0000,11.00020418,11.25192352,14.34821522,19.58577137,15.65588341,17.23379176,16.84637260,16.82914644,16.83850543,16.02489686,15.99997109
473364001.0000,11.00005864,11.12201720,13.37733894,19.42527552,15.96040599,17.22483293,16.84594890,16.82914944,16.83844884,16.02653896,15.99997083
474678901.0000,15.12103837,11.40889207,12.64045911,19.04957042,16.34852341,17.20245679,16.84509707,16.82915342,16.83838843,16.02826368,15.99997058
475993801.0000,18.63267163,12.48664162,12.18499279,18.46622492,16.77623520,17.16118682,16.84356585,16.82915833,16.83832392,16.03007336,15.99997033
477308701.0000,20.24943003,14.24489246,12.08442222,17.73647373,17.20307313,17.09660266,16.84124519,16.82916409,16.83825509,16.03197031,15.99997009
478623601.0000,20.79427742,16.21365639,12.30002249,16.92335399,17.59340935,16.99974889,16.83821456,16.82917053,16.83818175,16.03395677,15.99996985
479938501.0000,20.94785166,17.93813075,12.97407877,16.09064419,17.91942268,16.88059715,16.83434423,16.82917747,16.83810376,16.03603494,15.99996961
481253401.0000,20.98703531,19.20425117,14.01539142,15.30525884,18.15450251,16.75422215,16.82967906,16.82918447,16.83802141,16.03820693,15.99996938
482568301.0000,20.99658239,20.01871375,15.25746280,14.63931248,18.29403288,16.63379596,16.82494137,16.82919117,16.83793545,16.04047481,15.99996916
483883201.0000,20.99889060,20.49243950,16.52593128,14.15671702,18.33208674,16.53525833,16.82104338,16.82919730,16.83784576,16.04284054,15.99996894
485198101.0000,20.99945932,20.74764482,17.68090858,13.89688781,18.29870637,16.46743444,16.81820865,16.82920267,16.83775224,16.04530601,15.99996872
486513001.0000,20.99960353,20.87748225,18.64144097,13.87990110,18.21221649,16.43128436,16.81662748,16.82920715,16.83765549,16.04787299,15.99996851
487827901.0000,20.99964112,20.94090770,19.38386530,13.98648921,18.03930990,16.43160708,16.81637677,16.82921062,16.83755587,16.05054317,15.99996831
489142801.0000,20.99965107,20.97110730,19.92463330,14.25616930,17.73443559,16.44035396,16.81674766,16.82921302,16.83745329,16.05331814,15.99996810
490457701.0000,20.99965401,20.98532075,20.29987671,14.76396336,17.33564776,16.46234192,16.81755627,16.82921433,16.83734770,16.05619936,15.99996791
491772601.0000,20.99965510,20.99203563,20.55067428,15.43232644,16.89119540,16.50312176,16.81905479,16.82921463,16.83723909,16.05918818,15.99996772
493087501.0000,16.87863400,20.63643660,20.69915669,16.17671083,16.44805894,16.56724568,16.82135267,16.82921411,16.83712745,16.06228581,15.99996753
494402401.0000,13.36699136,19.53321464,20.70776067,16.93239456,16.04672436,16.66382519,16.82436753,16.82921299,16.83701281,16.06549335,15.99996735
495717301.0000,11.75023091,17.76350541,20.55944495,17.65224322,15.71943701,16.78312143,16.82827201,16.82921148,16.83689520,16.06881175,15.99996717
497032201.0000,11.20538417,15.78971166,20.07582686,18.30175933,15.49082579,16.90999245,16.83295277,16.82920981,16.83677471,16.07224182,15.99996700
498347101.0000,11.05181193,14.06308420,19.24076656,18.85337833,15.36321864,17.03112341,16.83772628,16.82920825,16.83665139,16.07578425,15.99996684
499662001.0000,11.01263050,12.79604455,18.11070736,19.27889043,15.34090781,17.13029709,16.84167135,16.82920708,16.83652537,16.07943956,15.99996668
