time,H2939,H5197,H6358,H7847,H8895,H9681,H10390,H11229,H11707,H12049,H12242
249831001.0000,30.94279797,30.77600573,30.64027897,30.44517569,30.26631843,30.09237035,29.89419590,29.62552061,29.30303529,28.85268039,28.14781959
251145901.0000,30.94279764,30.77600541,30.64027866,30.44517538,30.26631813,30.09237007,29.89419563,29.62552036,29.30303506,28.85268020,28.14781945
252460801.0000,30.94279739,30.77600516,30.64027841,30.44517515,30.26631791,30.09236985,29.89419543,29.62552017,29.30303489,28.85268005,28.14781934
253775701.0000,30.94279706,30.77600483,30.64027809,30.44517484,30.26631761,30.09236957,29.89419516,29.62551993,29.30303467,28.85267986,28.14781920
255090601.0000,30.94279680,30.77600458,30.64027785,30.44517461,30.26631739,30.09236936,29.89419496,29.62551974,29.30303450,28.85267972,28.14781909
256405501.0000,30.94279648,30.77600426,30.64027754,30.44517430,30.26631710,30.09236908,29.89419470,29.62551949,29.30303428,28.85267953,28.14781895
257720401.0000,30.94279623,30.77600402,30.64027729,30.44517407,30.26631688,30.09236887,29.89419450,29.62551931,29.30303411,28.85267938,28.14781884
259035301.0000,30.94279590,30.77600370,30.64027698,30.44517377,30.26631659,30.09236859,29.89419423,29.62551907,29.30303389,28.85267920,28.14781870
260350201.0000,30.94279565,30.77600345,30.64027674,30.44517354,30.26631637,30.09236838,29.89419403,29.62551888,29.30303373,28.85267905,28.14781859
261665101.0000,30.94279533,30.77600314,30.64027643,30.44517324,30.26631608,30.09236810,29.89419377,29.62551864,29.30303351,28.85267887,28.14781845
262980001.0000,30.94279509,30.77600289,30.64027619,30.44517301,30.26631586,30.09236789,29.89419357,29.62551846,29.30303334,28.85267872,28.14781834
264294901.0000,30.94279477,30.77600258,30.64027588,30.44517272,30.26631557,30.09236762,29.89419331,29.62551822,29.30303312,28.85267854,28.14781820
265609801.0000,30.94279452,30.77600234,30.64027565,30.44517249,30.26631536,30.09236741,29.89419312,29.62551803,29.30303296,28.85267840,28.14781810
266924701.0000,30.94279420,30.77600202,30.64027534,30.44517219,30.26631507,30.09236714,29.89419286,29.62551780,29.30303274,28.85267821,28.14781796
268239601.0000,30.94279396,30.77600178,30.64027511,30.44517197,30.26631486,30.09236693,29.89419266,29.62551762,29.30303258,28.85267807,28.14781786
269554501.0000,30.94279365,30.77600147,30.64027480,30.44517168,30.26631457,30.09236666,29.89419241,29.62551738,29.30303237,28.85267789,28.14781772
270869401.0000,30.94279340,30.77600123,30.64027457,30.44517145,30.26631436,30.09236646,29.89419221,29.62551720,29.30303220,28.85267775,28.14781761
272184301.0000,30.94279309,30.77600093,30.64027427,30.44517116,30.26631408,30.09236619,29.89419196,29.62551696,29.30303199,28.85267757,28.14781748
273499201.0000,30.94279285,30.77600069,30.64027404,30.44517094,30.26631387,30.09236599,29.89419177,29.62551679,29.30303183,28.85267743,28.14781737
274814101.0000,30.94279254,30.77600038,30.64027374,30.44517065,30.26631359,30.09236572,29.89419151,29.62551655,29.30303162,28.85267725,28.14781724
276129001.0000,30.94279230,30.77600015,30.64027351,30.44517043,30.26631338,30.09236552,29.89419132,29.62551637,29.30303146,28.85267711,28.14781714
277443901.0000,30.94279199,30.77599984,30.64027321,30.44517014,30.26631310,30.09236525,29.89419107,29.62551614,29.30303125,28.85267693,28.14781700
278758801.0000,30.94279175,30.77599961,30.64027298,30.44516992,30.26631289,30.09236505,29.89419088,29.62551597,29.30303109,28.85267679,28.14781690
280073701.0000,30.94279145,30.77599931,30.64027268,30.44516964,30.26631261,30.09236478,29.89419063,29.62551573,29.30303088,28.85267661,28.14781676
281388601.0000,30.94279121,30.77599908,30.64027246,30.44516942,30.26631241,30.09236459,29.89419044,29.62551556,29.30303072,28.85267648,28.14781666
282703501.0000,30.94279091,30.77599878,30.64027216,30.44516913,30.26631213,30.09236432,29.89419019,29.62551533,29.30303051,28.85267630,28.14781653
284018401.0000,30.94279067,30.77599855,30.64027194,30.44516892,30.26631193,30.09236412,29.89419000,29.62551516,29.30303036,28.85267617,28.14781643
285333301.0000,30.94279037,30.77599825,30.64027165,30.44516864,30.26631165,30.09236386,29.89418976,29.62551493,29.30303015,28.85267599,28.14781630
286648201.0000,30.94279014,30.77599802,30.64027142,30.44516842,30.26631145,30.09236367,29.89418957,29.62551476,29.30302999,28.85267585,28.14781620
287963101.0000,30.94278984,30.77599772,30.64027113,30.44516814,30.26631118,30.09236341,29.89418932,29.62551453,29.30302979,28.85267568,28.14781606
289278001.0000,30.94278961,30.77599750,30.64027091,30.44516793,30.26631097,30.09236321,29.89418914,29.62551436,29.30302963,28.85267555,28.14781596
290592901.0000,30.94278931,30.77599720,30.64027062,30.44516765,30.26631070,30.09236295,29.89418890,29.62551413,29.30302943,28.85267537,28.14781583
291907801.0000,30.94278908,30.77599698,30.64027040,30.44516744,30.26631050,30.09236276,29.89418871,29.62551396,29.30302927,28.85267524,28.14781574
293222701.0000,30.94278879,30.77599669,30.64027011,30.44516716,30.26631023,30.09236250,29.89418847,29.62551374,29.30302907,28.85267507,28.14781561
294537601.0000,30.94278856,30.77599646,30.64026989,30.44516695,30.26631003,30.09236231,29.89418829,29.62551357,29.30302892,28.85267493,28.14781551
295852501.0000,30.94278826,30.77599617,30.64026961,30.44516667,30.26630977,30.09236206,29.89418805,29.62551335,29.30302872,28.85267476,28.14781538
297167401.0000,30.94278804,30.77599595,30.64026939,30.44516647,30.26630957,30.09236187,29.89418786,29.62551318,29.30302856,28.85267463,28.14781528
298482301.0000,30.94278775,30.77599566,30.64026911,30.44516619,30.26630930,30.09236161,29.89418762,29.62551296,29.30302836,28.85267446,28.14781515
299797201.0000,30.94278752,30.77599544,30.64026889,30.44516598,30.26630910,30.09236142,29.89418744,29.62551279,29.30302821,28.85267433,28.14781505
301112101.0000,30.94278723,30.77599515,30.64026861,30.44516571,30.26630884,30.09236117,29.89418721,29.62551257,29.30302801,28.85267416,28.14781493
302427001.0000,30.94278701,30.77599493,30.64026840,30.44516551,30.26630865,30.09236098,29.89418703,29.62551240,29.30302786,28.85267403,28.14781483
303741901.0000,30.94278672,30.77599465,30.64026812,30.44516524,30.26630838,30.09236073,29.89418679,29.62551218,29.30302767,28.85267386,28.14781470
305056801.0000,30.94278650,30.77599443,30.64026790,30.44516503,30.26630819,30.09236054,29.89418661,29.62551202,29.30302752,28.85267373,28.14781461
306371701.0000,30.94278621,30.77599415,30.64026763,30.44516476,30.26630793,30.09236030,29.89418638,29.62551180,29.30302732,28.85267357,28.14781448
307686601.0000,30.94278599,30.77599393,30.64026742,30.44516456,30.26630774,30.09236011,29.89418620,29.62551164,29.30302717,28.85267344,28.14781439
309001501.0000,30.94278571,30.77599365,30.64026714,30.44516429,30.26630748,30.09235986,29.89418597,29.62551142,29.30302698,28.85267327,28.14781426
310316401.0000,30.94278549,30.77599344,30.64026693,30.44516409,30.26630728,30.09235968,29.89418579,29.62551126,29.30302683,28.85267314,28.14781417
311631301.0000,30.94278520,30.77599316,30.64026666,30.44516383,30.26630703,30.09235943,29.89418556,29.62551104,29.30302663,28.85267298,28.14781404
312946201.0000,30.94278499,30.77599294,30.64026645,30.44516363,30.26630684,30.09235925,29.89418538,29.62551088,29.30302649,28.85267285,28.14781395
314261101.0000,30.94278471,30.77599267,30.64026618,30.44516336,30.26630658,30.09235901,29.89418515,29.62551067,29.30302629,28.85267269,28.14781382
315576001.0000,30.94278449,30.77599245,30.64026597,30.44516316,30.26630639,30.09235882,29.89418498,29.62551051,29.30302615,28.85267256,28.14781373
316890901.0000,30.94278421,30.77599218,30.64026570,30.44516290,30.26630614,30.09235858,29.89418475,29.62551030,29.30302596,28.85267240,28.14781361
318205801.0000,30.94278400,30.77599197,30.64026549,30.44516270,30.26630595,30.09235840,29.89418458,29.62551014,29.30302581,28.85267227,28.14781352
319520701.0000,30.94278372,30.77599169,30.64026522,30.44516245,30.26630570,30.09235816,29.89418435,29.62550993,29.30302562,28.85267211,28.14781339
320835601.0000,30.94278351,30.77599148,30.64026502,30.44516225,30.26630551,30.09235798,29.89418418,29.62550977,29.30302548,28.85267199,28.14781330
322150501.0000,30.94278323,30.77599121,30.64026475,30.44516199,30.26630526,30.09235774,29.89418395,29.62550956,29.30302529,28.85267182,28.14781318
323465401.0000,30.94278302,30.77599100,30.64026455,30.44516179,30.26630507,30.09235756,29.89418378,29.62550940,29.30302514,28.85267170,28.14781309
324780301.0000,30.94278275,30.77599073,30.64026428,30.44516154,30.26630483,30.09235732,29.89418355,29.62550919,29.30302496,28.85267154,28.14781297
326095201.0000,30.94278253,30.77599053,30.64026408,30.44516134,30.26630464,30.09235714,29.89418338,29.62550903,29.30302481,28.85267142,28.14781288
327410101.0000,30.94278226,30.77599026,30.64026382,30.44516109,30.26630439,30.09235691,29.89418316,29.62550883,29.30302463,28.85267126,28.14781276
328725001.0000,30.94278205,30.77599005,30.64026361,30.44516090,30.26630421,30.09235673,29.89418299,29.62550867,29.30302449,28.85267114,28.14781266
330039901.0000,30.94278178,30.77598979,30.64026335,30.44516064,30.26630396,30.09235649,29.89418277,29.62550847,29.30302430,28.85267098,28.14781255
331354801.0000,30.94278157,30.77598958,30.64026315,30.44516045,30.26630378,30.09235632,29.89418260,29.62550831,29.30302416,28.85267086,28.14781246
332669701.0000,30.94278131,30.77598932,30.64026289,30.44516020,30.26630354,30.09235608,29.89418238,29.62550811,29.30302397,28.85267070,28.14781234
333984601.0000,30.94278110,30.77598911,30.64026269,30.44516001,30.26630335,30.09235591,29.89418221,29.62550795,29.30302383,28.85267058,28.14781225
335299501.0000,30.94278083,30.77598885,30.64026244,30.44515976,30.26630311,30.09235568,29.89418200,29.62550775,29.30302365,28.85267042,28.14781213
336614401.0000,30.94278063,30.77598865,30.64026224,30.44515957,30.26630293,30.09235550,29.89418183,29.62550760,29.30302351,28.85267030,28.14781204
337929301.0000,30.94278036,30.77598839,30.64026198,30.44515932,30.26630269,30.09235527,29.89418161,29.62550739,29.30302333,28.85267015,28.14781192
339244201.0000,30.94278016,30.77598819,30.64026178,30.44515913,30.26630251,30.09235510,29.89418145,29.62550724,29.30302319,28.85267003,28.14781184
340559101.0000,30.94277990,30.77598793,30.64026153,30.44515888,30.26630227,30.09235487,29.89418123,29.62550704,29.30302301,28.85266987,28.14781172
341874001.0000,30.94277969,30.77598773,30.64026133,30.44515870,30.26630209,30.09235470,29.89418107,29.62550689,29.30302287,28.85266976,28.14781163
343188901.0000,30.94277943,30.77598747,30.64026108,30.44515845,30.26630185,30.09235447,29.89418085,29.62550669,29.30302269,28.85266960,28.14781152
344503801.0000,30.94277923,30.77598727,30.64026089,30.44515827,30.26630168,30.09235430,29.89418069,29.62550654,29.30302256,28.85266948,28.14781143
345818701.0000,30.94277897,30.77598701,30.64026064,30.44515802,30.26630144,30.09235407,29.89418047,29.62550634,29.30302238,28.85266933,28.14781131
347133601.0000,30.94277877,30.77598682,30.64026044,30.44515784,30.26630126,30.09235390,29.89418031,29.62550619,29.30302224,28.85266922,28.14781123
348448501.0000,30.94277851,30.77598656,30.64026019,30.44515759,30.26630103,30.09235368,29.89418010,29.62550600,29.30302206,28.85266906,28.14781111
349763401.0000,30.94277831,30.77598637,30.64026000,30.44515741,30.26630085,30.09235351,29.89417994,29.62550585,29.30302193,28.85266895,28.14781103
351078301.0000,30.94277806,30.77598611,30.64025975,30.44515717,30.26630062,30.09235329,29.89417973,29.62550565,29.30302175,28.85266880,28.14781091
352393201.0000,30.94277786,30.77598592,30.64025956,30.44515699,30.26630045,30.09235312,29.89417957,29.62550550,29.30302162,28.85266868,28.14781083
353708101.0000,30.94277760,30.77598567,30.64025931,30.44515675,30.26630021,30.09235290,29.89417936,29.62550531,29.30302144,28.85266853,28.14781071
355023001.0000,30.94277741,30.77598547,30.64025913,30.44515657,30.26630004,30.09235273,29.89417920,29.62550516,29.30302131,28.85266842,28.14781063
356337901.0000,30.94277716,30.77598522,30.64025888,30.44515633,30.26629981,30.09235251,29.89417899,29.62550497,29.30302113,28.85266827,28.14781052
357652801.0000,30.94277696,30.77598503,30.64025869,30.44515615,30.26629964,30.09235234,29.89417883,29.62550482,29.30302100,28.85266815,28.14781043
358967701.0000,30.94277671,30.77598478,30.64025845,30.44515591,30.26629941,30.09235212,29.89417862,29.62550463,29.30302083,28.85266800,28.14781032
360282601.0000,30.94277651,30.77598459,30.64025826,30.44515573,30.26629924,30.09235196,29.89417847,29.62550449,29.30302070,28.85266789,28.14781023
361597501.0000,30.94277626,30.77598434,30.64025802,30.44515550,30.26629901,30.09235174,29.89417826,29.62550429,29.30302052,28.85266774,28.14781012
362912401.0000,30.94277607,30.77598416,30.64025783,30.44515532,30.26629884,30.09235158,29.89417811,29.62550415,29.30302039,28.85266763,28.14781004
364227301.0000,30.94277582,30.77598391,30.64025759,30.44515509,30.26629861,30.09235136,29.89417790,29.62550396,29.30302022,28.85266748,28.14780993
365542201.0000,30.94277563,30.77598372,30.64025741,30.44515491,30.26629844,30.09235120,29.89417775,29.62550382,29.30302009,28.85266737,28.14780985
366857101.0000,30.94277538,30.77598348,30.64025717,30.44515468,30.26629822,30.09235098,29.89417754,29.62550363,29.30301992,28.85266723,28.14780974
368172001.0000,30.94277519,30.77598329,30.64025698,30.44515450,30.26629805,30.09235082,29.89417739,29.62550349,29.30301979,28.85266712,28.14780965
369486901.0000,30.94277495,30.77598305,30.64025675,30.44515427,30.26629783,30.09235061,29.89417718,29.62550330,29.30301962,28.85266697,28.14780955
370801801.0000,30.94277476,30.77598286,30.64025656,30.44515409,30.26629766,30.09235045,29.89417703,29.62550316,29.30301949,28.85266686,28.14780946
372116701.0000,30.94277451,30.77598262,30.64025633,30.44515386,30.26629744,30.09235023,29.89417683,29.62550297,29.30301932,28.85266672,28.14780935
373431601.0000,30.94277433,30.77598244,30.64025615,30.44515369,30.26629727,30.09235007,29.89417668,29.62550283,29.30301920,28.85266661,28.14780927
374746501.0000,30.94277408,30.77598220,30.64025591,30.44515346,30.26629705,30.09234986,29.89417648,29.62550264,29.30301903,28.85266646,28.14780917
376061401.0000,30.94277390,30.77598201,30.64025573,30.44515329,30.26629689,30.09234970,29.89417633,29.62550250,29.30301890,28.85266635,28.14780908
377376301.0000,30.94277366,30.77598177,30.64025550,30.44515306,30.26629667,30.09234949,29.89417613,29.62550232,29.30301873,28.85266621,28.14780898
378691201.0000,30.94277347,30.77598159,30.64025532,30.44515289,30.26629650,30.09234933,29.89417598,29.62550218,29.30301861,28.85266610,28.14780890
380006101.0000,30.94277323,30.77598135,30.64025509,30.44515267,30.26629628,30.09234913,29.89417578,29.62550200,29.30301844,28.85266596,28.14780879
381321001.0000,30.94277304,30.77598117,30.64025491,30.44515250,30.26629612,30.09234897,29.89417563,29.62550186,29.30301832,28.85266585,28.14780871
382635901.0000,30.94277281,30.77598094,30.64025468,30.44515227,30.26629590,30.09234876,29.89417543,29.62550168,29.30301815,28.85266571,28.14780860
383950801.0000,30.94277262,30.77598076,30.64025450,30.44515210,30.26629574,30.09234860,29.89417528,29.62550154,29.30301803,28.85266561,28.14780852
385265701.0000,30.94277239,30.77598052,30.64025427,30.44515188,30.26629553,30.09234840,29.89417509,29.62550136,29.30301786,28.85266547,28.14780842
386580601.0000,30.94277220,30.77598034,30.64025410,30.44515171,30.26629536,30.09234824,29.89417494,29.62550122,29.30301774,28.85266536,28.14780834
387895501.0000,30.94277197,30.77598011,30.64025387,30.44515149,30.26629515,30.09234804,29.89417475,29.62550104,29.30301758,28.85266522,28.14780823
389210401.0000,30.94277179,30.77597993,30.64025369,30.44515132,30.26629499,30.09234788,29.89417460,29.62550090,29.30301745,28.85266511,28.14780816
390525301.0000,30.94277155,30.77597970,30.64025347,30.44515110,30.26629478,30.09234768,29.89417441,29.62550073,29.30301729,28.85266498,28.14780805
391840201.0000,30.94277137,30.77597953,30.64025329,30.44515094,30.26629462,30.09234753,29.89417426,29.62550059,29.30301717,28.85266487,28.14780797
393155101.0000,30.94277114,30.77597930,30.64025307,30.44515072,30.26629441,30.09234732,29.89417407,29.62550041,29.30301701,28.85266473,28.14780787
394470001.0000,30.94277096,30.77597912,30.64025289,30.44515055,30.26629425,30.09234717,29.89417392,29.62550028,29.30301689,28.85266463,28.14780779
395784901.0000,30.94277073,30.77597889,30.64025267,30.44515033,30.26629404,30.09234697,29.89417373,29.62550010,29.30301673,28.85266449,28.14780769
397099801.0000,30.94277055,30.77597872,30.64025250,30.44515017,30.26629388,30.09234682,29.89417359,29.62549997,29.30301661,28.85266439,28.14780761
398414701.0000,30.94277032,30.77597849,30.64025228,30.44514995,30.26629367,30.09234662,29.89417340,29.62549979,29.30301645,28.85266425,28.14780751
399729601.0000,30.94277015,30.77597832,30.64025211,30.44514979,30.26629351,30.09234647,29.89417325,29.62549966,29.30301633,28.85266415,28.14780743
401044501.0000,30.94276992,30.77597809,30.64025188,30.44514958,30.26629331,30.09234627,29.89417307,29.62549948,29.30301617,28.85266401,28.14780733
402359401.0000,30.94276974,30.77597792,30.64025171,30.44514941,30.26629315,30.09234612,29.89417292,29.62549935,29.30301605,28.85266391,28.14780725
403674301.0000,30.94276952,30.77597769,30.64025150,30.44514920,30.26629294,30.09234592,29.89417273,29.62549918,29.30301589,28.85266378,28.14780715
404989201.0000,30.94276934,30.77597752,30.64025133,30.44514904,30.26629279,30.09234577,29.89417259,29.62549905,29.30301577,28.85266367,28.14780708
406304101.0000,30.94276912,30.77597730,30.64025111,30.44514883,30.26629258,30.09234557,29.89417241,29.62549888,29.30301562,28.85266354,28.14780698
407619001.0000,30.94276894,30.77597713,30.64025094,30.44514867,30.26629243,30.09234543,29.89417227,29.62549874,29.30301550,28.85266344,28.14780690
408933901.0000,30.94276872,30.77597691,30.64025072,30.44514845,30.26629223,30.09234523,29.89417208,29.62549857,29.30301534,28.85266331,28.14780680
410248801.0000,30.94276854,30.77597674,30.64025056,30.44514829,30.26629207,30.09234508,29.89417194,29.62549844,29.30301522,28.85266320,28.14780673
411563701.0000,30.94276832,30.77597652,30.64025034,30.44514809,30.26629187,30.09234489,29.89417176,29.62549827,29.30301507,28.85266307,28.14780663
412878601.0000,30.94276815,30.77597635,30.64025018,30.44514793,30.26629172,30.09234474,29.89417162,29.62549814,29.30301495,28.85266297,28.14780655
414193501.0000,30.94276793,30.77597613,30.64024996,30.44514772,30.26629152,30.09234455,29.89417143,29.62549797,29.30301480,28.85266284,28.14780645
415508401.0000,30.94276776,30.77597596,30.64024980,30.44514756,30.26629136,30.09234440,29.89417129,29.62549785,29.30301468,28.85266274,28.14780638
416823301.0000,30.94276754,30.77597574,30.64024958,30.44514735,30.26629116,30.09234421,29.89417111,29.62549768,29.30301453,28.85266261,28.14780628
418138201.0000,30.94276737,30.77597558,30.64024942,30.44514720,30.26629101,30.09234407,29.89417097,29.62549755,29.30301442,28.85266251,28.14780621
419453101.0000,30.94276715,30.77597536,30.64024921,30.44514699,30.26629081,30.09234387,29.89417079,29.62549738,29.30301426,28.85266238,28.14780611
420768001.0000,30.94276698,30.77597519,30.64024904,30.44514683,30.26629066,30.09234373,29.89417066,29.62549725,29.30301415,28.85266228,28.14780604
422082901.0000,30.94276676,30.77597498,30.64024883,30.44514663,30.26629047,30.09234354,29.89417048,29.62549709,29.30301400,28.85266215,28.14780594
423397801.0000,30.94276660,30.77597482,30.64024867,30.44514647,30.26629032,30.09234340,29.89417034,29.62549696,29.30301388,28.85266206,28.14780587
424712701.0000,30.94276638,30.77597460,30.64024846,30.44514627,30.26629012,30.09234321,29.89417016,29.62549680,29.30301373,28.85266193,28.14780577
426027601.0000,30.94276621,30.77597444,30.64024830,30.44514612,30.26628997,30.09234307,29.89417003,29.62549667,29.30301362,28.85266183,28.14780570
427342501.0000,30.94276600,30.77597423,30.64024809,30.44514591,30.26628978,30.09234288,29.89416985,29.62549651,29.30301347,28.85266170,28.14780560
428657401.0000,30.94276583,30.77597406,30.64024793,30.44514576,30.26628963,30.09234274,29.89416971,29.62549638,29.30301336,28.85266160,28.14780553
429972301.0000,30.94276562,30.77597385,30.64024773,30.44514556,30.26628944,30.09234255,29.89416954,29.62549622,29.30301321,28.85266148,28.14780543
431287201.0000,30.94276545,30.77597369,30.64024757,30.44514541,30.26628929,30.09234241,29.89416940,29.62549609,29.30301310,28.85266138,28.14780536
432602101.0000,30.94276524,30.77597348,30.64024736,30.44514521,30.26628910,30.09234222,29.89416923,29.62549593,29.30301295,28.85266126,28.14780527
433917001.0000,30.94276508,30.77597332,30.64024720,30.44514506,30.26628895,30.09234209,29.89416909,29.62549581,29.30301284,28.85266116,28.14780519
435231901.0000,30.94276487,30.77597311,30.64024700,30.44514486,30.26628876,30.09234190,29.89416892,29.62549565,29.30301269,28.85266103,28.14780510
436546801.0000,30.94276470,30.77597295,30.64024684,30.44514471,30.26628861,30.09234176,29.89416879,29.62549552,29.30301258,28.85266094,28.14780503
437861701.0000,30.94276450,30.77597274,30.64024664,30.44514451,30.26628842,30.09234158,29.89416861,29.62549536,29.30301244,28.85266081,28.14780494
439176601.0000,30.94276433,30.77597258,30.64024648,30.44514436,30.26628828,30.09234144,29.89416848,29.62549524,29.30301233,28.85266072,28.14780487
440491501.0000,30.94276412,30.77597238,30.64024628,30.44514416,30.26628809,30.09234126,29.89416831,29.62549508,29.30301218,28.85266060,28.14780477
441806401.0000,30.94276396,30.77597222,30.64024612,30.44514401,30.26628795,30.09234112,29.89416818,29.62549496,29.30301207,28.85266050,28.14780470
443121301.0000,30.94276376,30.77597201,30.64024592,30.44514382,30.26628776,30.09234094,29.89416801,29.62549480,29.30301193,28.85266038,28.14780461
444436201.0000,30.94276360,30.77597186,30.64024577,30.44514367,30.26628762,30.09234080,29.89416788,29.62549468,29.30301182,28.85266028,28.14780454
445751101.0000,30.94276339,30.77597165,30.64024557,30.44514348,30.26628743,30.09234062,29.89416771,29.62549452,29.30301167,28.85266016,28.14780445
447066001.0000,30.94276323,30.77597150,30.64024542,30.44514333,30.26628729,30.09234049,29.89416758,29.62549440,29.30301157,28.85266007,28.14780438
448380901.0000,30.94276303,30.77597129,30.64024522,30.44514314,30.26628710,30.09234031,29.89416741,29.62549425,29.30301142,28.85265995,28.14780429
449695801.0000,30.94276287,30.77597114,30.64024507,30.44514299,30.26628696,30.09234017,29.89416728,29.62549413,29.30301132,28.85265985,28.14780422
451010701.0000,30.94276266,30.77597094,30.64024487,30.44514280,30.26628677,30.09233999,29.89416711,29.62549397,29.30301117,28.85265973,28.14780413
452325601.0000,30.94276251,30.77597078,30.64024472,30.44514265,30.26628663,30.09233986,29.89416698,29.62549385,29.30301107,28.85265964,28.14780406
453640501.0000,30.94276231,30.77597058,30.64024452,30.44514246,30.26628645,30.09233968,29.89416681,29.62549370,29.30301093,28.85265952,28.14780397
454955401.0000,30.94276215,30.77597043,30.64024437,30.44514232,30.26628631,30.09233955,29.89416669,29.62549358,29.30301082,28.85265943,28.14780390
456270301.0000,30.94276195,30.77597023,30.64024417,30.44514213,30.26628613,30.09233937,29.89416652,29.62549342,29.30301068,28.85265931,28.14780381
457585201.0000,30.94276179,30.77597008,30.64024402,30.44514198,30.26628599,30.09233924,29.89416639,29.62549331,29.30301057,28.85265922,28.14780374
458900101.0000,30.94276159,30.77596988,30.64024383,30.44514180,30.26628581,30.09233907,29.89416623,29.62549315,29.30301043,28.85265910,28.14780365
460215001.0000,30.94276144,30.77596973,30.64024368,30.44514165,30.26628567,30.09233893,29.89416610,29.62549304,29.30301033,28.85265901,28.14780359
461529901.0000,30.94276124,30.77596953,30.64024349,30.44514147,30.26628549,30.09233876,29.89416594,29.62549288,29.30301019,28.85265889,28.14780350
462844801.0000,30.94276108,30.77596938,30.64024334,30.44514132,30.26628535,30.09233863,29.89416581,29.62549277,29.30301009,28.85265880,28.14780343
464159701.0000,30.94276089,30.77596919,30.64024315,30.44514114,30.26628517,30.09233846,29.89416565,29.62549262,29.30300995,28.85265868,28.14780334
465474601.0000,30.94276073,30.77596904,30.64024300,30.44514100,30.26628504,30.09233833,29.89416552,29.62549250,29.30300984,28.85265859,28.14780327
466789501.0000,30.94276054,30.77596884,30.64024281,30.44514081,30.26628486,30.09233815,29.89416536,29.62549235,29.30300971,28.85265848,28.14780319
468104401.0000,30.94276039,30.77596869,30.64024266,30.44514067,30.26628472,30.09233802,29.89416524,29.62549224,29.30300960,28.85265839,28.14780312
469419301.0000,30.94276019,30.77596850,30.64024247,30.44514049,30.26628454,30.09233785,29.89416507,29.62549209,29.30300947,28.85265827,28.14780303
470734201.0000,30.94276004,30.77596835,30.64024233,30.44514035,30.26628441,30.09233772,29.89416495,29.62549197,29.30300936,28.85265818,28.14780297
472049101.0000,30.94275985,30.77596816,30.64024214,30.44514016,30.26628423,30.09233755,29.89416479,29.62549182,29.30300923,28.85265807,28.14780288
473364001.0000,30.94275970,30.77596801,30.64024200,30.44514002,30.26628410,30.09233743,29.89416467,29.62549171,29.30300913,28.85265798,28.14780281
474678901.0000,30.94275950,30.77596782,30.64024181,30.44513984,30.26628392,30.09233726,29.89416451,29.62549156,29.30300899,28.85265786,28.14780273
475993801.0000,30.94275935,30.77596767,30.64024166,30.44513970,30.26628379,30.09233713,29.89416439,29.62549145,29.30300889,28.85265778,28.14780266
477308701.0000,30.94275916,30.77596748,30.64024148,30.44513952,30.26628362,30.09233696,29.89416423,29.62549130,29.30300876,28.85265766,28.14780258
478623601.0000,30.94275901,30.77596734,30.64024133,30.44513939,30.26628348,30.09233683,29.89416411,29.62549119,29.30300866,28.85265758,28.14780251
479938501.0000,30.94275882,30.77596715,30.64024115,30.44513921,30.26628331,30.09233667,29.89416395,29.62549104,29.30300852,28.85265746,28.14780243
481253401.0000,30.94275867,30.77596700,30.64024101,30.44513907,30.26628318,30.09233654,29.89416383,29.62549093,29.30300842,28.85265738,28.14780236
482568301.0000,30.94275848,30.77596682,30.64024082,30.44513889,30.26628301,30.09233638,29.89416367,29.62549079,29.30300829,28.85265726,28.14780228
483883201.0000,30.94275834,30.77596667,30.64024068,30.44513875,30.26628288,30.09233625,29.89416355,29.62549067,29.30300819,28.85265718,28.14780221
485198101.0000,30.94275815,30.77596649,30.64024050,30.44513858,30.26628270,30.09233608,29.89416339,29.62549053,29.30300806,28.85265706,28.14780213
486513001.0000,30.94275800,30.77596634,30.64024036,30.44513844,30.26628257,30.09233596,29.89416328,29.62549042,29.30300796,28.85265698,28.14780206
487827901.0000,30.94275782,30.77596616,30.64024018,30.44513827,30.26628240,30.09233580,29.89416312,29.62549028,29.30300783,28.85265687,28.14780198
489142801.0000,30.94275767,30.77596601,30.64024004,30.44513813,30.26628227,30.09233567,29.89416300,29.62549017,29.30300773,28.85265678,28.14780192
490457701.0000,30.94275748,30.77596583,30.64023986,30.44513796,30.26628210,30.09233551,29.89416285,29.62549002,29.30300760,28.85265667,28.14780183
491772601.0000,30.94275734,30.77596569,30.64023972,30.44513782,30.26628198,30.09233539,29.89416273,29.62548991,29.30300750,28.85265659,28.14780177
493087501.0000,30.94275715,30.77596550,30.64023954,30.44513765,30.26628181,30.09233522,29.89416258,29.62548977,29.30300737,28.85265648,28.14780169
494402401.0000,30.94275701,30.77596536,30.64023940,30.44513751,30.26628168,30.09233510,29.89416246,29.62548966,29.30300727,28.85265639,28.14780163
495717301.0000,30.94275683,30.77596518,30.64023922,30.44513734,30.26628151,30.09233494,29.89416231,29.62548952,29.30300715,28.85265628,28.14780154
497032201.0000,30.94275668,30.77596504,30.64023908,30.44513721,30.26628139,30.09233482,29.89416219,29.62548941,29.30300705,28.85265620,28.14780148
498347101.0000,30.94275650,30.77596486,30.64023890,30.44513704,30.26628122,30.09233466,29.89416204,29.62548927,29.30300692,28.85265609,28.14780140
499662001.0000,30.94275636,30.77596472,30.64023877,30.44513690,30.26628109,30.09233454,29.89416192,29.62548917,29.30300682,28.85265601,28.14780134
